20251022;7.4;7.37;7.44;7.3;4170351;30779209;1.2;-0.14;-0.010
20251021;7.23;7.38;7.42;7.15;5440500;39792523;1.57;2.64;0.190
20251020;7.08;7.19;7.25;7.05;5070165;36353188;1.46;2.13;0.150
20251017;7.19;7.04;7.29;7.02;5055300;36050873;1.46;-2.09;-0.150
20251016;7.24;7.19;7.32;7.17;4747000;34389554;1.37;-0.69;-0.050
20251015;7.29;7.24;7.34;7.21;4370550;31745598;1.26;-0.55;-0.040
20251014;7.3;7.28;7.4;7.25;7661957;56096513;2.21;0.55;0.040
20251013;7.22;7.24;7.39;7.1;9057488;65772065;2.61;-1.23;-0.090
20251010;7.37;7.33;7.45;7.26;8239850;60802320;2.38;-0.68;-0.050
20251009;7.37;7.38;7.45;7.0;11001171;79611617;3.18;1.23;0.090
20250930;7.2;7.29;7.54;7.12;9359314;68313081;2.7;1.25;0.090
20250929;6.97;7.2;7.26;6.88;10574481;75412314;3.05;3.75;0.260
20250926;6.92;6.94;7.07;6.82;4697075;32740007;1.36;0.43;0.030
20250925;7.0;6.91;7.03;6.89;4433600;30784366;1.28;-0.86;-0.060
20250924;6.92;6.97;7.04;6.82;6271700;43696788;1.81;0.72;0.050
20250923;7.04;6.92;7.04;6.75;8142298;55863328;2.35;-1.84;-0.130
20250922;7.11;7.05;7.18;6.98;7657500;54116343;2.21;-1.26;-0.090
20250919;7.23;7.14;7.26;7.04;10016531;71429654;2.89;-1.24;-0.090
20250918;7.45;7.23;7.45;7.21;9062700;66259987;2.62;-2.95;-0.220
20250917;7.53;7.45;7.57;7.42;6473801;48337454;1.87;-1.06;-0.080
20250916;7.56;7.53;7.58;7.46;6494750;48904630;1.87;-0.13;-0.010
20250915;7.57;7.54;7.62;7.47;4813201;36118436;1.39;-0.4;-0.030
20250912;7.63;7.57;7.76;7.56;5094400;38912497;1.47;-0.79;-0.060
20250911;7.61;7.63;7.66;7.46;5757011;43437420;1.66;0.0;0.000
20250910;7.63;7.63;7.69;7.55;5072218;38654848;1.46;0.39;0.030
20250909;7.66;7.6;7.66;7.53;4422650;33604129;1.28;-0.26;-0.020
20250908;7.48;7.62;7.72;7.44;6884300;52434068;1.99;1.6;0.120
20250905;7.46;7.5;7.5;7.29;6732535;49871678;1.94;1.08;0.080
20250904;7.3;7.42;7.5;7.27;9225050;68459070;2.66;1.5;0.110
20250903;7.51;7.31;7.54;7.25;6400314;47303158;1.85;-2.66;-0.200
20250902;7.64;7.51;7.64;7.33;10684265;79884723;3.08;-1.57;-0.120
20250901;7.58;7.63;7.71;7.48;8052065;61438257;2.32;0.93;0.070
20250829;7.53;7.56;7.63;7.46;6115059;46200059;1.77;0.27;0.020
20250828;7.49;7.54;7.64;7.25;7669142;57304850;2.21;0.13;0.010
20250827;7.71;7.53;7.75;7.51;7767400;59247089;2.24;-2.59;-0.200
20250826;7.61;7.73;8.0;7.53;10881364;84353655;3.14;1.58;0.120
20250825;7.78;7.61;7.81;7.56;11363918;86804291;3.28;-2.19;-0.170
20250822;7.8;7.78;7.89;7.45;12014400;93179581;3.47;-0.26;-0.020
20250821;7.65;7.8;7.87;7.62;11553700;89544294;3.33;2.09;0.160
20250820;7.6;7.64;7.65;7.48;9064884;68520847;2.62;0.39;0.030
20250819;7.53;7.61;7.71;7.44;13286150;100902426;3.83;1.2;0.090
20250818;7.36;7.52;7.8;7.31;16355368;123366135;4.72;2.59;0.190
20250815;7.3;7.33;7.34;7.2;6070548;44133625;1.75;0.69;0.050
20250814;7.47;7.28;7.48;7.28;7193190;52953618;2.08;-2.67;-0.200
20250813;7.51;7.48;7.6;7.42;5773153;43214169;1.67;0.0;0.000
20250812;7.67;7.48;7.67;7.44;7500550;56488804;2.16;-1.32;-0.100
20250811;7.52;7.58;7.68;7.29;17016000;127504716;4.91;0.8;0.060
20250808;7.13;7.52;7.7;7.08;22867647;169125100;6.6;5.62;0.400
20250807;7.14;7.12;7.2;7.07;6342300;45127643;1.83;-0.42;-0.030
20250806;7.24;7.15;7.29;7.09;7876300;56263846;2.27;-1.38;-0.100
20250805;7.21;7.25;7.35;7.15;7306529;52963728;2.11;0.83;0.060
20250804;7.14;7.19;7.23;7.08;5622123;40292401;1.62;1.13;0.080
20250801;7.09;7.11;7.18;7.06;5363200;38188813;1.55;0.28;0.020
20250731;7.13;7.09;7.23;7.02;5534100;39294692;1.6;-0.98;-0.070
20250730;7.22;7.16;7.24;7.12;4863676;34910306;1.4;-0.42;-0.030
20250729;7.3;7.19;7.38;7.15;5373604;38767010;1.55;-1.24;-0.090
20250728;7.29;7.28;7.42;7.25;7137801;52297515;2.06;0.0;0.000
20250725;7.45;7.28;7.47;7.25;8388141;61308338;2.42;-2.15;-0.160
20250724;7.11;7.44;7.52;7.07;14564952;106544260;4.2;5.38;0.380
20250723;7.1;7.06;7.17;7.03;4807609;34057749;1.39;-0.98;-0.070
20250722;7.26;7.13;7.37;7.08;7249000;52160130;2.09;-1.25;-0.090
20250721;7.19;7.22;7.22;7.13;5573613;40064846;1.61;1.69;0.120
20250718;7.13;7.1;7.16;7.05;4309150;30530897;1.24;-0.14;-0.010
20250717;7.13;7.11;7.13;7.05;4516205;32026217;1.3;0.0;0.000
20250716;7.0;7.11;7.13;6.98;5919200;41813601;1.71;1.86;0.130
20250715;7.14;6.98;7.18;6.81;8837000;61463082;2.55;-2.1;-0.150
20250714;7.14;7.13;7.29;7.08;6249400;44676397;1.8;0.0;0.000
20250711;7.14;7.13;7.18;7.04;5599084;39857827;1.62;-0.14;-0.010
20250710;7.2;7.14;7.24;7.08;5846834;41732664;1.69;-0.83;-0.060
20250709;7.26;7.2;7.33;7.17;5397400;39064819;1.56;-1.1;-0.080
20250708;7.25;7.28;7.32;7.18;6967750;50574664;2.01;0.69;0.050
20250707;7.39;7.23;7.46;7.16;8870550;64840230;2.56;-1.63;-0.120
20250704;7.47;7.35;7.47;7.32;6389362;47089369;1.84;-1.74;-0.130
20250703;7.55;7.48;7.57;7.41;6479566;48476630;1.87;-0.93;-0.070
20250702;7.56;7.55;7.62;7.5;3327500;25156946;0.96;0.0;0.000
20250701;7.63;7.55;7.68;7.49;5764993;43531860;1.66;-0.79;-0.060
20250630;7.74;7.61;7.8;7.55;7453016;56892650;2.15;-0.78;-0.060
20250627;7.7;7.67;7.75;7.62;3891800;29861239;1.12;-0.26;-0.020
20250626;7.79;7.69;7.86;7.67;5538961;42798138;1.6;-1.16;-0.090
20250625;7.84;7.78;7.9;7.66;5422902;42199141;1.57;-0.38;-0.030
20250624;7.79;7.81;7.95;7.77;4939852;38761417;1.43;0.77;0.060
20250623;7.56;7.75;7.77;7.5;4729971;36262399;1.37;2.51;0.190
20250620;7.55;7.56;7.62;7.36;6598450;49498028;1.9;0.13;0.010
20250619;7.84;7.55;7.93;7.48;6738300;51584560;1.94;-3.94;-0.310
20250618;7.86;7.86;7.95;7.77;4067500;31857288;1.17;-0.88;-0.070
20250617;7.89;7.93;7.99;7.84;3756000;29713008;1.08;0.89;0.070
20250616;7.93;7.86;8.06;7.84;4490951;35655636;1.3;-1.01;-0.080
20250613;8.13;7.94;8.17;7.87;7258100;57929396;2.1;-2.93;-0.240
20250612;8.24;8.18;8.3;8.1;4862200;39630552;1.4;-0.85;-0.070
20250611;8.08;8.25;8.32;8.08;6031887;49579562;1.74;1.98;0.160
20250610;8.29;8.09;8.3;7.92;10969900;88936038;3.17;-3.46;-0.290
20250609;8.24;8.38;8.38;8.16;7168900;59330371;2.07;1.21;0.100
20250606;8.3;8.28;8.3;8.15;5482700;45046490;1.58;0.49;0.040
20250605;8.36;8.24;8.41;8.16;7574900;62859093;2.19;-1.32;-0.110
20250604;8.07;8.35;8.45;8.06;10110701;83913428;2.92;3.47;0.280
20250603;7.83;8.07;8.1;7.77;9391150;74836268;2.71;2.67;0.210
20250530;7.8;7.86;8.03;7.8;6273600;49764075;1.81;0.38;0.030
20250529;7.67;7.83;7.85;7.63;5322507;41364395;1.54;1.56;0.120
20250528;7.8;7.71;7.84;7.61;4926100;37863278;1.42;-0.39;-0.030
20250527;7.56;7.74;7.78;7.56;6009200;46129061;1.73;1.71;0.130
20250526;7.8;7.61;8.03;7.59;11520706;89289979;3.33;-3.3;-0.260
20250523;7.9;7.87;8.05;7.71;10913000;86303917;3.15;-1.63;-0.130
20250522;7.63;8.0;8.0;7.63;12556184;98368169;3.62;4.44;0.340
20250521;7.53;7.66;7.76;7.5;6797100;51741969;1.96;1.73;0.130
