20251022;17.3;17.38;17.5;17.16;6963795;120773185;1.77;-1.03;-0.180
20251021;17.5;17.56;17.71;17.45;6888579;121271114;1.75;0.92;0.160
20251020;17.5;17.4;17.64;17.28;7449135;129530232;1.9;-1.14;-0.200
20251017;17.9;17.6;18.25;17.57;9794726;175510360;2.49;-1.46;-0.260
20251016;17.95;17.86;18.19;17.82;8864365;159579268;2.26;-0.45;-0.080
20251015;18.2;17.94;18.22;17.8;7480404;134174855;1.9;-0.88;-0.160
20251014;18.25;18.1;18.5;17.99;14221927;259757648;3.62;0.78;0.140
20251013;17.73;17.96;18.0;17.56;8575757;152978450;2.18;-0.55;-0.100
20251010;17.8;18.06;18.17;17.57;12667200;226494723;3.23;0.89;0.160
20251009;17.84;17.9;18.04;17.72;11576353;206913625;2.95;2.05;0.360
20250930;17.5;17.54;17.68;17.41;5116864;89910824;1.3;0.29;0.050
20250929;17.35;17.49;17.57;17.0;5668737;98390659;1.44;0.75;0.130
20250926;17.47;17.36;17.64;17.35;4620280;80845942;1.18;-0.8;-0.140
20250925;17.77;17.5;17.77;17.4;6616242;116019623;1.68;-1.57;-0.280
20250924;17.26;17.78;17.85;17.18;8385445;147902363;2.13;2.6;0.450
20250923;17.56;17.33;17.57;16.89;9835051;168909242;2.5;-1.31;-0.230
20250922;17.75;17.56;17.81;17.35;6939860;121304576;1.77;-1.18;-0.210
20250919;17.6;17.77;17.82;17.46;9056276;159806074;2.31;0.91;0.160
20250918;18.2;17.61;18.2;17.51;14527068;259576536;3.7;-3.67;-0.670
20250917;18.2;18.28;18.34;18.04;8029540;145956778;2.04;-0.22;-0.040
20250916;18.4;18.32;18.43;18.0;9347365;170020852;2.38;0.0;0.000
20250915;18.37;18.32;18.6;18.22;10749095;197035946;2.74;-1.03;-0.190
20250912;18.62;18.51;18.83;18.48;14780803;275701615;3.76;-0.54;-0.100
20250911;19.02;18.61;19.08;18.42;22313996;415162045;5.68;-2.82;-0.540
20250910;18.46;19.15;19.35;18.16;28573266;539371439;7.27;2.46;0.460
20250909;18.71;18.69;19.24;18.64;26733365;506701091;6.81;0.27;0.050
20250908;18.42;18.64;18.97;18.3;22468454;419378701;5.72;1.3;0.240
20250905;17.65;18.4;18.5;17.51;24562509;446714530;6.25;4.25;0.750
20250904;17.7;17.65;17.92;17.4;12082286;213835014;3.08;-0.34;-0.060
20250903;18.18;17.71;18.36;17.6;16875070;304854631;4.3;-1.61;-0.290
20250902;18.14;18.0;18.31;17.92;15082034;273149550;3.84;-0.83;-0.150
20250901;18.0;18.15;18.16;17.84;16121263;291340162;4.1;0.83;0.150
20250829;17.59;18.0;18.37;17.52;22543287;407326810;5.74;2.04;0.360
20250828;17.58;17.64;17.79;17.12;9929255;173716796;2.53;0.4;0.070
20250827;18.04;17.57;18.1;17.54;12036035;214913703;3.06;-2.82;-0.510
20250826;18.06;18.08;18.2;17.9;10706757;193447073;2.73;-0.71;-0.130
20250825;17.9;18.21;18.38;17.8;18999577;342894931;4.84;2.07;0.370
20250822;17.9;17.84;17.98;17.65;11310890;201273707;2.88;0.45;0.080
20250821;17.86;17.76;17.95;17.65;10423517;185565625;2.65;-0.73;-0.130
20250820;17.71;17.89;17.94;17.65;11431265;203597199;2.91;0.62;0.110
20250819;17.6;17.78;17.95;17.54;12310428;218244348;3.13;0.74;0.130
20250818;17.58;17.65;17.78;17.52;12299468;217323172;3.13;0.86;0.150
20250815;17.37;17.5;17.52;17.35;10747926;187675523;2.74;0.17;0.030
20250814;17.8;17.47;17.92;17.36;16018564;282512835;4.08;-2.24;-0.400
20250813;18.24;17.87;18.39;17.8;22089856;396486333;5.62;-2.03;-0.370
20250812;17.8;18.24;18.52;17.6;35139199;636348679;8.95;3.46;0.610
20250811;17.07;17.63;17.74;16.95;23328662;407600019;5.94;3.34;0.570
20250808;17.16;17.06;17.25;17.05;6752692;115432357;1.72;-0.58;-0.100
20250807;17.1;17.16;17.25;17.04;7039723;120745469;1.79;0.35;0.060
20250806;17.12;17.1;17.12;16.96;5701107;97113296;1.45;0.18;0.030
20250805;17.1;17.07;17.12;17.03;4170430;71185646;1.06;0.06;0.010
20250804;17.0;17.06;17.15;16.92;3885845;66121007;0.99;0.47;0.080
20250801;16.92;16.98;17.05;16.86;4310539;73081759;1.1;0.41;0.070
20250731;17.04;16.91;17.1;16.87;6101381;103566641;1.55;-1.11;-0.190
20250730;17.17;17.1;17.25;16.96;7159189;122618347;1.82;-0.58;-0.100
20250729;17.27;17.2;17.33;17.06;6270529;107590512;1.6;-0.58;-0.100
20250728;17.5;17.3;17.5;17.25;6727100;116565596;1.71;-0.46;-0.080
20250725;17.47;17.38;17.52;17.34;6426105;112040252;1.64;-0.52;-0.090
20250724;17.22;17.47;17.47;17.2;7667880;133337257;1.95;1.04;0.180
20250723;17.35;17.29;17.54;17.25;9478586;165038172;2.41;-0.52;-0.090
20250722;17.46;17.38;17.47;17.22;7577340;131289317;1.93;-0.46;-0.080
20250721;17.39;17.46;17.49;17.34;7152426;124788302;1.82;0.4;0.070
20250718;17.29;17.39;17.5;17.23;7499517;130311261;1.91;0.58;0.100
20250717;17.22;17.29;17.36;17.22;4321375;74664234;1.1;-0.06;-0.010
20250716;17.22;17.3;17.36;17.14;4867007;83949224;1.24;0.46;0.080
20250715;17.36;17.22;17.46;17.16;7489296;129313228;1.91;-1.2;-0.210
20250714;17.4;17.43;17.49;17.32;6860418;119460944;1.75;0.17;0.030
20250711;17.3;17.4;17.48;17.28;8178856;142219888;2.08;0.58;0.100
